Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Hac	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
_UniParc	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Z	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Bg	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
I	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
_UniParc	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
F	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
F	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
F	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Hac	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Hac	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Hac	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Om	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Om	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
MGI_URI	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Hac	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Ip	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
MGI_URI	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Rf	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
R	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Mb	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Ena	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
L	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010035
_MEROPS	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Pd	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
Q	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_001171
_UniParc	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
S	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
Em	En	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_000985
En	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
F	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
L	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
Ip	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_010043
MGI_URI	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
Om	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
Pd	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_010043
Q	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_010043
R	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
D	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
UniGene_URI	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
Z	S	http://www.w3.org/2000/01/rdf-schema#seeAlso	http://semanticscience.org/resource/SIO_000985
Ca	Ch	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010004
Ck	Ch	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010004
Cpc	Ch	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010004
Wi	Ch	http://www.w3.org/2004/02/skos/core#relatedMatch	http://semanticscience.org/resource/SIO_010004
obo.pw/PW:	Wp	http://www.w3.org/2004/02/skos/core#relatedMatch	http://edamontology.org/data_2342
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Chembl16Molecule	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Chembl16Molecule	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
AERS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
drugbankDrugs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
drugbankDrugs	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
drugbankDrugs	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
drugbankDrugs	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Ch	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Ch	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Ch	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
ConceptWiki	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	Ch	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
OPS-CRS	OPS-CRS	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
Cs	MSH	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Chebi	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Chembl16Molecule	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	drugbankDrugs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Ch	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	Cs	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
MSH	MSH	http://www.w3.org/2004/02/skos/core#exactMatch	http://semanticscience.org/resource/CHEMINF_000059
